unique_reference_number,authority_code,establishment_type_code,pupil_number,pupil_boys,pupil_girls,gender_type,gender_category,religious_type,religious_classification,percent_pupil_boys,percent_pupil_girls,percent_ehc_plan,percent_sen_support,percent_english_language,percent_not_english_language,percent_free_school_meals,rating
135608,330,11,7,3,4,3,Mixed,2,Not applicable,42,57,0,14,0,0,0,Good
135612,933,1,430,236,194,3,Mixed,2,Not applicable,54,45,7,17,82,17,38,Good
135614,208,2,239,123,116,3,Mixed,3,Other religion,51,48,4,5,12,87,39,Outstanding
135616,207,10,42,36,6,3,Mixed,2,Not applicable,85,14,95,4,0,0,0,Good
135619,929,28,1987,992,995,3,Mixed,3,Other religion,49,50,2,10,96,3,22,Good
135620,942,28,870,447,423,3,Mixed,2,Not applicable,51,48,3,12,96,3,26,Requires improvement
135621,942,28,1026,522,504,3,Mixed,2,Not applicable,50,49,2,6,84,15,32,Requires improvement
135623,886,10,5,5,0,3,Mixed,2,Not applicable,100,0,100,0,0,0,0,Good
135628,852,28,818,424,394,3,Mixed,2,Not applicable,51,48,0,16,68,31,48,Requires improvement
135629,852,28,887,486,401,3,Mixed,2,Not applicable,54,45,2,14,88,11,40,Requires improvement
135630,886,28,1035,533,502,3,Mixed,2,Not applicable,51,48,7,14,97,2,30,Good
135631,871,28,1154,627,527,3,Mixed,2,Not applicable,54,45,2,8,75,24,24,Good
135632,942,28,1212,604,608,3,Mixed,2,Not applicable,49,50,3,10,98,1,23,Outstanding
135633,355,10,88,55,33,3,Mixed,3,Other religion,62,37,68,3,0,0,0,Good
135634,929,3,107,55,52,3,Mixed,1,Church of England,51,48,0,16,98,1,26,Good
135635,896,3,309,161,148,3,Mixed,1,Church of England,52,47,1,21,94,5,24,Requires improvement
135648,352,2,469,234,235,3,Mixed,4,Roman Catholic,49,50,1,17,38,61,49,Good
135649,888,28,1090,519,571,3,Mixed,3,Other religion,47,52,1,14,79,19,35,Requires improvement
135650,926,28,601,313,288,3,Mixed,3,Other religion,52,47,4,20,87,12,37,Good
135651,881,28,1065,541,524,3,Mixed,2,Not applicable,50,49,2,13,96,3,32,Good
135652,881,28,1571,823,748,3,Mixed,2,Not applicable,52,47,2,10,98,1,12,Good
135653,881,28,891,451,439,3,Mixed,2,Not applicable,50,49,3,9,96,3,25,Requires improvement
135654,306,28,927,489,438,3,Mixed,2,Not applicable,52,47,6,14,95,4,27,Good
135661,355,28,960,499,461,3,Mixed,2,Not applicable,52,48,2,17,69,30,58,Good
135662,884,28,607,308,299,3,Mixed,3,Other religion,50,49,2,10,84,15,38,Requires improvement
135663,801,28,867,419,448,3,Mixed,2,Not applicable,48,51,2,10,91,8,39,Good
135665,826,28,1168,583,585,3,Mixed,2,Not applicable,49,50,0,8,54,45,45,Requires improvement
135670,305,10,42,29,13,3,Mixed,2,Not applicable,69,31,85,4,0,0,0,Requires improvement
135671,801,28,754,393,361,3,Mixed,2,Not applicable,52,47,3,14,88,11,43,Good
135672,884,28,339,170,169,3,Mixed,2,Not applicable,50,49,4,24,97,2,17,Good
135673,933,10,11,10,1,3,Mixed,2,Not applicable,90,9,100,0,0,0,0,Requires improvement
135674,813,28,789,399,390,3,Mixed,1,Church of England,50,49,2,13,45,54,40,Requires improvement
135676,213,28,1136,599,537,3,Mixed,2,Not applicable,52,47,4,7,66,32,53,Good
135677,303,28,1290,732,558,3,Mixed,2,Not applicable,56,43,2,9,82,17,19,Good
135683,309,10,39,24,15,3,Mixed,2,Not applicable,61,38,100,0,0,0,0,Outstanding
135688,330,11,2,2,0,3,Mixed,2,Not applicable,100,0,100,0,0,0,0,Good
135691,938,10,30,18,12,3,Mixed,2,Not applicable,60,40,100,0,0,0,0,Good
135700,811,1,388,215,173,3,Mixed,2,Not applicable,55,44,3,12,86,13,50,Good
135720,353,2,452,218,234,3,Mixed,1,Church of England,48,51,2,25,35,65,53,Good
135727,916,5,385,209,176,3,Mixed,2,Not applicable,54,45,3,35,80,18,39,Good
135729,205,11,45,9,36,3,Mixed,2,Not applicable,20,80,0,37,0,0,0,Good
135735,933,10,26,24,2,3,Mixed,2,Not applicable,92,7,100,0,0,0,0,Good
135736,896,3,270,146,124,3,Mixed,1,Church of England,54,45,0,6,96,3,11,Good
135744,938,28,1380,775,601,3,Mixed,3,Other religion,56,43,2,20,95,4,21,Good
135745,938,28,1402,706,696,3,Mixed,3,Other religion,50,49,2,17,89,10,27,Good
135746,356,1,421,212,209,3,Mixed,2,Not applicable,50,49,1,14,94,5,20,Outstanding
135747,302,2,1347,709,638,3,Mixed,3,Other religion,52,47,7,0,86,13,5,Good
135749,876,10,24,21,3,3,Mixed,2,Not applicable,87,12,100,0,0,0,0,Requires improvement
135753,354,10,28,25,3,3,Mixed,2,Not applicable,89,10,100,0,0,0,0,Good
135754,941,10,14,9,5,3,Mixed,2,Not applicable,64,35,21,64,0,0,0,Inadequate
135760,938,28,1170,588,582,3,Mixed,2,Not applicable,50,49,2,20,93,6,16,Outstanding
135761,892,28,835,445,390,3,Mixed,2,Not applicable,53,46,1,16,73,26,53,Good
135762,212,2,843,469,374,3,Mixed,4,Roman Catholic,55,44,9,14,55,44,50,Good
135769,335,28,1383,736,647,3,Mixed,2,Not applicable,53,46,3,19,94,5,45,Good
135770,350,28,1091,617,474,3,Mixed,2,Not applicable,56,43,1,17,33,65,40,Good
135773,878,10,40,37,3,3,Mixed,2,Not applicable,92,7,100,0,0,0,0,Good
135779,801,1,255,144,111,3,Mixed,2,Not applicable,56,43,1,22,86,13,42,Good
135785,941,11,19,6,13,3,Mixed,2,Not applicable,31,68,31,68,0,0,0,Good
135789,893,3,446,245,201,3,Mixed,1,Church of England,54,45,2,11,92,7,23,Good
135790,893,2,121,66,55,3,Mixed,1,Church of England,54,45,4,10,100,0,11,Good
135791,885,7,324,216,108,3,Mixed,2,Not applicable,66,33,93,6,97,2,44,Good
135792,333,11,83,83,0,1,Boys,2,Not applicable,100,0,0,0,0,0,0,Requires improvement
135794,307,10,63,57,6,3,Mixed,2,Not applicable,90,9,100,0,0,0,0,Good
135796,340,2,456,223,233,3,Mixed,1,Church of England,48,51,2,13,83,16,66,Good
135801,319,10,119,99,20,3,Mixed,2,Not applicable,83,16,100,0,0,0,0,Good
135803,878,10,21,19,2,3,Mixed,2,Not applicable,90,9,100,0,0,0,0,Inadequate
135804,865,28,1120,550,570,3,Mixed,2,Not applicable,49,50,2,13,92,7,20,Good
135805,825,10,12,7,5,3,Mixed,2,Not applicable,58,41,41,58,0,0,0,Requires improvement
135807,340,1,486,266,220,3,Mixed,2,Not applicable,54,45,9,20,90,9,65,Good
135812,311,1,659,331,328,3,Mixed,2,Not applicable,50,49,1,7,66,32,23,Good
135814,938,8,63,42,21,3,Mixed,2,Not applicable,66,33,100,0,98,1,41,Good
135815,373,8,46,25,21,3,Mixed,2,Not applicable,54,45,100,0,95,4,45,Good
135816,210,28,878,852,26,1,Boys,2,Not applicable,97,3,1,13,60,39,40,Outstanding
135818,394,28,1021,527,493,3,Mixed,2,Not applicable,51,48,2,14,98,1,44,Good
135823,850,7,144,96,48,3,Mixed,2,Not applicable,66,33,100,0,93,6,37,Good
135827,803,7,63,59,4,3,Mixed,2,Not applicable,93,6,100,0,98,1,62,Good
135830,933,1,403,210,193,3,Mixed,2,Not applicable,52,47,2,7,97,2,15,Good
135831,313,1,607,319,288,3,Mixed,2,Not applicable,52,47,1,14,28,71,28,Good
135832,933,3,106,52,54,3,Mixed,1,Church of England,49,50,0,11,98,1,12,Good
135834,840,10,17,13,4,3,Mixed,2,Not applicable,76,23,82,17,0,0,0,Outstanding
135835,204,28,1138,661,477,3,Mixed,2,Not applicable,58,41,4,15,53,45,54,Good
135837,881,10,25,18,7,3,Mixed,2,Not applicable,72,28,100,0,0,0,0,Good
135838,840,1,351,183,168,3,Mixed,2,Not applicable,52,47,1,4,99,0,28,Good
135839,308,11,42,38,4,3,Mixed,2,Not applicable,90,9,97,2,0,0,0,Outstanding
135841,359,2,355,186,169,3,Mixed,1,Church of England,52,47,2,24,87,12,57,Requires improvement
135842,393,1,245,108,137,3,Mixed,2,Not applicable,44,55,0,12,89,10,52,Good
135857,916,5,352,174,178,3,Mixed,2,Not applicable,49,50,3,26,81,18,45,Good
135858,856,11,209,110,99,3,Mixed,2,Not applicable,52,47,0,1,0,0,0,Good
135860,888,2,611,326,285,3,Mixed,1,Church of England,53,46,0,10,94,5,9,Good
135862,381,3,171,84,87,3,Mixed,1,Church of England,49,50,2,12,99,0,12,Good
135864,357,28,919,488,431,3,Mixed,2,Not applicable,53,46,4,16,81,18,38,Good
135866,380,28,1890,1050,840,3,Mixed,2,Not applicable,55,44,1,13,56,42,34,Good
135867,801,1,737,400,337,3,Mixed,2,Not applicable,54,45,1,17,82,17,25,Good
135872,801,3,472,260,212,3,Mixed,2,Not applicable,55,44,3,15,93,6,31,Outstanding
135874,352,28,1274,668,606,3,Mixed,2,Not applicable,52,47,3,18,84,15,65,Good
135876,919,28,1123,566,557,3,Mixed,2,Not applicable,50,49,1,13,87,11,32,Requires improvement
135877,344,28,1210,0,1210,2,Girls,2,Not applicable,0,100,2,13,95,4,16,Good
135878,394,28,423,207,216,3,Mixed,2,Not applicable,48,51,0,24,92,6,59,Good
135879,825,28,1814,880,934,3,Mixed,1,Church of England,48,51,2,15,76,23,23,Good
135880,313,1,667,353,314,3,Mixed,2,Not applicable,52,47,1,12,38,60,14,Good
135881,892,28,2263,1140,1123,3,Mixed,2,Not applicable,50,49,0,9,53,46,42,Requires improvement
135882,330,11,227,53,174,3,Mixed,2,Not applicable,23,76,0,0,0,0,0,Good
135885,850,3,181,93,88,3,Mixed,1,Church of England,51,48,3,9,93,6,16,Requires improvement
135886,929,28,1018,492,526,3,Mixed,1,Church of England,48,51,2,16,97,2,47,Requires improvement
135887,850,1,777,408,369,3,Mixed,2,Not applicable,52,47,5,12,79,20,23,Requires improvement
135888,886,28,1084,580,504,3,Mixed,2,Not applicable,53,46,2,20,90,9,25,Good
135895,881,28,925,505,420,3,Mixed,2,Not applicable,54,45,2,13,76,23,54,Requires improvement
135897,881,28,781,389,392,3,Mixed,2,Not applicable,49,50,1,8,72,27,47,Good
135901,209,11,60,60,0,1,Boys,2,Not applicable,100,0,0,0,0,0,0,Inadequate
135903,881,1,358,199,159,3,Mixed,2,Not applicable,55,44,2,6,98,1,16,Good
135907,330,28,799,396,403,3,Mixed,2,Not applicable,49,50,2,12,31,68,61,Outstanding
135911,330,28,825,457,368,3,Mixed,2,Not applicable,55,44,2,19,89,10,61,Good
135913,885,28,1122,552,570,3,Mixed,2,Not applicable,49,50,2,13,93,6,25,Good
135934,373,28,794,416,378,3,Mixed,2,Not applicable,52,47,1,20,59,40,52,Good
135935,383,28,1407,653,754,3,Mixed,2,Not applicable,46,53,0,18,93,6,42,Good
135936,888,28,759,380,379,3,Mixed,2,Not applicable,50,49,1,14,68,31,43,Good
135940,943,28,1159,589,570,3,Mixed,2,Not applicable,50,49,5,10,98,1,31,Good
135942,371,28,746,390,356,3,Mixed,2,Not applicable,52,47,1,8,97,2,42,Good
135945,810,28,1479,753,726,3,Mixed,2,Not applicable,50,49,2,19,86,13,38,Good
135951,303,28,1040,530,510,3,Mixed,2,Not applicable,51,49,1,11,89,9,35,Good
135955,306,28,1097,614,483,3,Mixed,2,Not applicable,56,44,1,14,60,39,44,Good
135956,335,28,984,515,469,3,Mixed,2,Not applicable,52,47,3,21,83,16,48,Good
135957,881,28,1415,730,685,3,Mixed,2,Not applicable,51,48,2,24,97,3,55,Requires improvement
135958,308,28,1537,759,778,3,Mixed,2,Not applicable,49,50,2,18,24,75,50,Good
135959,801,28,1083,574,509,3,Mixed,2,Not applicable,53,47,2,17,76,23,31,Good
135960,883,28,694,383,311,3,Mixed,2,Not applicable,55,44,5,12,75,24,40,Good
135961,384,28,1995,1009,986,3,Mixed,2,Not applicable,50,49,1,5,89,9,14,Outstanding
135962,938,28,1734,945,789,3,Mixed,3,Other religion,54,45,3,15,91,8,18,Outstanding
135963,371,28,1080,540,540,3,Mixed,2,Not applicable,50,50,2,18,95,4,38,Good
135964,887,28,1273,626,647,3,Mixed,2,Not applicable,49,50,0,12,87,12,29,Good
135965,851,28,853,427,426,3,Mixed,1,Church of England,50,49,2,24,63,37,55,Requires improvement
135966,940,28,1858,980,878,3,Mixed,3,Other religion,52,47,1,15,84,14,25,Good
135967,940,28,1404,866,538,3,Mixed,2,Not applicable,61,38,2,12,71,28,33,Good
135968,306,28,1828,915,913,3,Mixed,2,Not applicable,50,49,2,8,66,33,48,Good
135970,330,28,901,490,411,3,Mixed,1,Church of England,54,45,1,9,26,72,73,Requires improvement
135971,334,28,1267,650,617,3,Mixed,2,Not applicable,51,48,1,11,91,7,36,Good
135973,304,28,1230,650,580,3,Mixed,2,Not applicable,52,47,1,6,21,77,44,Good
135975,357,11,7,7,0,1,Boys,2,Not applicable,100,0,85,14,0,0,0,Good
135979,333,28,1141,612,529,3,Mixed,2,Not applicable,53,46,2,12,79,20,33,Good
135980,874,28,1113,533,580,3,Mixed,2,Not applicable,47,52,1,15,74,25,34,Good
135985,916,1,306,159,147,3,Mixed,2,Not applicable,52,48,3,20,87,12,28,Good
135988,309,11,129,80,49,3,Mixed,2,Not applicable,62,38,0,1,0,0,0,Requires improvement
135990,822,10,10,0,10,3,Mixed,2,Not applicable,0,100,30,70,0,0,0,Good
135995,870,11,44,23,21,3,Mixed,2,Not applicable,52,47,0,4,0,0,0,Requires improvement
135996,822,5,613,303,310,3,Mixed,2,Not applicable,49,50,3,10,76,23,16,Good
135998,359,11,25,13,12,3,Mixed,2,Not applicable,52,48,0,16,0,0,0,Good
136000,390,11,392,392,0,1,Boys,2,Not applicable,100,0,1,12,0,0,0,Requires improvement
136003,888,10,57,53,4,3,Mixed,2,Not applicable,93,7,100,0,0,0,0,Requires improvement
136005,384,3,422,210,212,3,Mixed,1,Church of England,49,50,3,10,96,3,25,Good
136008,921,5,396,216,180,3,Mixed,2,Not applicable,54,45,2,22,98,1,33,Good
136010,921,5,1361,642,719,3,Mixed,2,Not applicable,47,52,4,14,97,2,35,Requires improvement
136012,921,5,597,292,305,3,Mixed,2,Not applicable,48,51,7,10,98,1,24,Requires improvement
136013,921,3,1272,687,585,3,Mixed,1,Church of England,54,46,5,16,95,4,30,Good
136014,302,11,281,0,281,2,Girls,2,Not applicable,0,100,0,13,0,0,0,Requires improvement
136015,204,11,276,0,276,2,Girls,3,Other religion,0,100,3,5,0,0,0,Requires improvement
136016,916,28,1062,523,539,3,Mixed,1,Church of England,49,50,4,17,79,19,39,Good
136019,865,10,33,24,9,3,Mixed,2,Not applicable,72,27,100,0,0,0,0,Good
136023,874,11,64,0,64,2,Girls,3,Other religion,0,100,1,0,0,0,0,Good
136027,353,28,1474,743,731,3,Mixed,2,Not applicable,50,49,1,13,56,43,52,Requires improvement
136028,301,3,1441,787,654,3,Mixed,1,Church of England,54,45,4,10,56,43,42,Good
136032,330,28,1023,524,499,3,Mixed,2,Not applicable,51,48,1,13,69,30,62,Good
136039,891,10,35,23,12,3,Mixed,2,Not applicable,65,34,51,45,0,0,0,Good
136040,384,10,13,11,2,3,Mixed,2,Not applicable,84,15,100,0,0,0,0,Good
136042,372,28,1131,579,552,3,Mixed,2,Not applicable,51,48,2,19,97,2,32,Good
136044,925,28,2351,1160,1191,3,Mixed,2,Not applicable,49,50,3,10,89,9,28,Good
136046,312,11,83,0,83,2,Girls,3,Other religion,0,100,1,7,0,0,0,Good
136047,873,10,131,104,27,3,Mixed,2,Not applicable,79,20,100,0,0,0,0,Good
136052,316,10,152,119,33,3,Mixed,2,Not applicable,78,21,100,0,0,0,0,Good
136056,344,3,148,90,58,3,Mixed,1,Church of England,60,39,0,24,98,1,61,Requires improvement
136057,207,11,397,221,176,3,Mixed,2,Not applicable,55,44,0,24,0,0,0,Outstanding
136058,813,5,319,151,168,3,Mixed,1,Church of England,47,52,1,12,92,7,18,Good
136061,937,1,420,212,208,3,Mixed,2,Not applicable,50,49,4,15,93,6,31,Good
136062,341,2,213,107,106,3,Mixed,4,Roman Catholic,50,49,0,26,32,67,63,Good
136066,803,1,417,212,205,3,Mixed,2,Not applicable,50,49,2,16,93,6,12,Outstanding
136068,866,1,419,215,204,3,Mixed,2,Not applicable,51,48,1,8,69,30,14,Outstanding
136069,888,10,5,3,2,3,Mixed,2,Not applicable,60,40,100,0,0,0,0,Good
136074,916,5,418,210,208,3,Mixed,2,Not applicable,50,49,3,32,86,12,20,Good
136076,355,1,509,290,219,3,Mixed,2,Not applicable,57,43,9,19,60,39,44,Good
136078,850,1,407,185,222,3,Mixed,2,Not applicable,45,54,5,15,97,2,39,Good
136079,355,1,471,244,227,3,Mixed,2,Not applicable,51,48,1,20,71,28,45,Good
136080,355,2,238,118,120,3,Mixed,4,Roman Catholic,49,50,2,10,61,38,28,Outstanding
136085,822,28,1309,624,685,3,Mixed,2,Not applicable,47,52,2,8,59,40,34,Good
136086,355,11,201,0,201,2,Girls,2,Not applicable,0,100,1,7,0,0,0,Requires improvement
136087,358,2,629,307,322,3,Mixed,4,Roman Catholic,48,51,1,5,77,22,3,Outstanding
136088,343,10,54,34,20,3,Mixed,2,Not applicable,63,37,100,0,0,0,0,Good
136090,311,28,1216,609,607,3,Mixed,2,Not applicable,50,49,2,8,73,26,43,Good
136091,333,5,1917,936,981,3,Mixed,2,Not applicable,48,51,1,14,62,37,43,Good
136092,203,10,59,25,34,3,Mixed,2,Not applicable,42,57,5,33,0,0,0,Good
136094,381,28,1605,816,789,3,Mixed,1,Church of England,50,49,2,14,95,5,35,Outstanding
136100,203,11,22,13,9,3,Mixed,2,Not applicable,59,40,9,81,0,0,0,Good
136102,861,28,1120,536,584,3,Mixed,2,Not applicable,47,52,2,18,66,33,43,Good
136105,352,28,1224,631,593,3,Mixed,2,Not applicable,51,48,2,17,52,47,59,Good
136106,845,28,856,445,411,3,Mixed,2,Not applicable,52,48,2,15,87,12,43,Requires improvement
136107,887,28,1403,736,667,3,Mixed,2,Not applicable,52,47,8,18,85,14,37,Requires improvement
136108,887,28,1188,598,590,3,Mixed,2,Not applicable,50,49,1,17,71,27,45,Good
136109,382,3,409,214,195,3,Mixed,1,Church of England,52,47,3,12,77,23,41,Requires improvement
136110,212,10,68,40,28,3,Mixed,2,Not applicable,58,41,100,0,0,0,0,Good
136111,801,1,569,264,305,3,Mixed,2,Not applicable,46,53,1,9,75,24,29,Requires improvement
136114,938,12,274,178,96,3,Mixed,2,Not applicable,65,35,100,0,89,10,28,Good
136115,353,28,1338,688,650,3,Mixed,2,Not applicable,51,48,1,6,44,55,45,Good
136117,355,11,294,0,294,2,Girls,3,Other religion,0,100,1,16,0,0,0,Requires improvement
136118,341,1,537,277,260,3,Mixed,2,Not applicable,51,48,1,14,37,62,49,Good
136119,341,28,901,481,420,3,Mixed,1,Church of England,53,46,2,21,71,28,65,Good
136120,839,28,1161,650,511,3,Mixed,1,Church of England,56,44,2,18,76,22,24,Good
136122,822,11,18,13,5,3,Mixed,2,Not applicable,72,27,94,5,0,0,0,Good
136123,330,11,128,0,128,2,Girls,3,Other religion,0,100,0,0,0,0,0,Good
136124,344,2,204,111,93,3,Mixed,1,Church of England,54,45,6,37,93,6,46,Good
136125,839,28,953,463,490,3,Mixed,2,Not applicable,48,51,5,16,89,10,36,Good
136126,331,28,1467,850,617,3,Mixed,2,Not applicable,57,42,2,17,31,68,48,Good
136127,830,28,841,432,409,3,Mixed,2,Not applicable,51,48,1,18,90,9,41,Requires improvement
136128,886,28,1373,671,702,3,Mixed,2,Not applicable,48,51,3,15,95,5,21,Good
136135,350,28,730,385,345,3,Mixed,2,Not applicable,52,47,2,13,81,17,41,Good
136136,860,28,954,489,465,3,Mixed,2,Not applicable,51,48,1,12,94,6,35,Good
136137,204,28,1064,570,494,3,Mixed,2,Not applicable,53,46,2,10,41,57,49,Good
136141,342,28,1414,720,694,3,Mixed,2,Not applicable,50,49,1,18,96,3,39,Good
136142,879,28,597,303,294,3,Mixed,1,Church of England,50,49,3,42,97,2,51,Good
136143,355,11,389,0,389,2,Girls,2,Not applicable,0,100,1,15,0,0,0,Good
136145,861,28,1154,556,598,3,Mixed,2,Not applicable,48,51,3,13,90,9,38,Good
136146,808,28,734,370,364,3,Mixed,2,Not applicable,50,49,1,17,87,11,60,Outstanding
136147,308,28,1383,706,677,3,Mixed,2,Not applicable,51,49,2,39,46,53,42,Good
136152,330,28,1190,607,583,3,Mixed,2,Not applicable,51,49,0,16,77,22,53,Good
136163,393,1,469,246,223,3,Mixed,2,Not applicable,52,47,2,22,95,4,45,Good
136164,846,28,838,457,381,3,Mixed,2,Not applicable,54,45,6,21,84,14,50,Requires improvement
136167,830,10,3,3,0,3,Mixed,2,Not applicable,100,0,66,33,0,0,0,Requires improvement
136168,830,10,4,4,0,3,Mixed,2,Not applicable,100,0,75,25,0,0,0,Good
136172,205,28,929,497,432,3,Mixed,2,Not applicable,53,46,3,10,44,55,46,Good
136174,352,28,1620,827,793,3,Mixed,2,Not applicable,51,49,2,16,64,35,49,Good
136177,886,28,501,299,202,3,Mixed,2,Not applicable,59,40,0,11,85,14,6,Good
136178,393,1,687,362,325,3,Mixed,2,Not applicable,52,47,0,20,99,1,43,Good
136183,865,28,693,358,335,3,Mixed,1,Church of England,51,48,6,28,91,8,37,Good
136184,896,28,1056,536,520,3,Mixed,2,Not applicable,50,49,2,18,95,4,42,Requires improvement
136185,876,28,1011,498,513,3,Mixed,2,Not applicable,49,50,1,13,98,1,52,Requires improvement
136186,926,28,1330,676,654,3,Mixed,2,Not applicable,50,49,3,13,89,9,28,Outstanding
136187,926,28,887,460,427,3,Mixed,2,Not applicable,51,48,5,26,94,5,40,Outstanding
136191,313,1,431,221,210,3,Mixed,2,Not applicable,51,48,1,15,22,77,31,Good
136192,812,28,884,462,422,3,Mixed,2,Not applicable,52,47,1,10,96,3,36,Good
136193,933,28,872,451,421,3,Mixed,1,Church of England,51,48,3,18,88,10,29,Requires improvement
136194,925,28,1406,753,653,3,Mixed,2,Not applicable,53,46,3,15,90,9,25,Outstanding
136195,881,28,897,433,464,3,Mixed,2,Not applicable,48,51,1,24,87,12,45,Good
136197,886,28,1763,889,874,3,Mixed,1,Church of England,50,49,3,17,78,21,41,Good
136198,380,28,714,361,353,3,Mixed,2,Not applicable,50,49,3,12,59,40,33,Good
136200,878,28,403,186,217,3,Mixed,2,Not applicable,46,53,5,17,92,7,26,Good
136201,941,28,1404,761,643,3,Mixed,1,Church of England,54,45,1,11,67,32,23,Good
136202,926,28,945,472,473,3,Mixed,2,Not applicable,49,50,4,13,81,18,28,Good
136203,306,28,960,482,478,3,Mixed,2,Not applicable,50,49,1,15,71,27,45,Good
136204,926,28,1258,610,648,3,Mixed,2,Not applicable,48,51,3,9,71,28,30,Good
136205,886,28,1388,867,521,3,Mixed,2,Not applicable,62,37,3,12,92,7,21,Outstanding
136206,839,28,851,459,392,3,Mixed,2,Not applicable,53,46,3,26,83,16,41,Good
136208,318,28,994,532,462,3,Mixed,2,Not applicable,53,46,3,12,76,23,29,Good
136211,886,10,42,26,16,3,Mixed,2,Not applicable,61,38,95,4,0,0,0,Good
136213,330,28,606,398,208,3,Mixed,2,Not applicable,65,34,1,15,65,34,60,Good
136217,925,28,1029,493,536,3,Mixed,2,Not applicable,47,52,4,26,95,5,62,Requires improvement
136220,861,10,25,16,9,3,Mixed,2,Not applicable,64,36,100,0,0,0,0,Good
136222,340,1,222,112,110,3,Mixed,2,Not applicable,50,49,5,23,86,12,55,Good
136223,353,1,452,222,230,3,Mixed,2,Not applicable,49,50,2,9,94,5,33,Good
136227,941,10,44,35,9,3,Mixed,2,Not applicable,79,20,97,2,0,0,0,Good
136228,305,10,45,24,21,3,Mixed,2,Not applicable,53,46,100,0,0,0,0,Good
136230,356,10,7,4,3,3,Mixed,2,Not applicable,57,42,57,42,0,0,0,Good
136231,304,11,108,0,108,2,Girls,2,Not applicable,0,100,0,17,0,0,0,Good
136232,892,1,413,208,205,3,Mixed,2,Not applicable,50,49,1,18,84,15,56,Good
136236,873,10,12,4,8,3,Mixed,2,Not applicable,33,66,100,0,0,0,0,Good
136239,358,10,8,3,5,3,Mixed,2,Not applicable,37,62,100,0,0,0,0,Good
136241,873,5,475,230,245,3,Mixed,2,Not applicable,48,51,2,8,51,48,22,Good
136244,317,10,2,0,2,2,Girls,2,Not applicable,0,100,50,50,0,0,0,Good
136245,861,10,22,9,13,3,Mixed,2,Not applicable,40,59,100,0,0,0,0,Good
136251,886,5,212,112,100,3,Mixed,2,Not applicable,52,47,6,9,93,5,41,Good
136252,393,12,166,114,52,3,Mixed,2,Not applicable,68,31,100,0,90,9,57,Good
136257,354,10,10,6,4,3,Mixed,2,Not applicable,60,40,60,40,0,0,0,Good
136258,391,11,30,0,30,2,Girls,3,Other religion,0,100,0,0,0,0,0,Good
136259,806,11,51,37,14,3,Mixed,2,Not applicable,72,27,15,0,0,0,0,Good
136260,885,10,12,10,2,3,Mixed,2,Not applicable,83,16,100,0,0,0,0,Good
136261,931,28,1345,672,673,3,Mixed,2,Not applicable,50,50,2,12,57,41,29,Good
136262,885,10,80,76,4,3,Mixed,2,Not applicable,95,5,100,0,0,0,0,Good
136263,302,10,76,57,19,3,Mixed,2,Not applicable,75,25,100,0,0,0,0,Outstanding
136265,305,10,109,98,11,3,Mixed,2,Not applicable,89,10,100,0,0,0,0,Good
136266,874,34,1660,823,837,3,Mixed,2,Not applicable,49,50,1,8,94,5,17,Outstanding
136267,317,34,1247,650,597,3,Mixed,2,Not applicable,52,47,2,8,35,65,24,Requires improvement
136268,812,34,1971,964,1007,3,Mixed,2,Not applicable,48,51,0,6,91,8,18,Good
136269,908,34,73,42,31,3,Mixed,2,Not applicable,57,42,0,17,100,0,21,Good
136270,886,34,578,303,275,3,Mixed,2,Not applicable,52,47,2,15,89,10,33,Good
136271,935,34,1048,535,513,3,Mixed,2,Not applicable,51,49,1,13,96,2,13,Outstanding
136272,882,34,1267,1214,53,1,Boys,2,Not applicable,95,4,0,3,84,15,7,Outstanding
